z,sigmoid,tanh
0.53,0.629483111967395,0.485381090605372
0.54,0.631812417736102,0.492987966675324
0.55,0.634135591010801,0.500520211190235
0.56,0.636452540281566,0.507977432897896
0.57,0.638763175148842,0.51535927800741
0.58,0.641067406334817,0.522665429685821
0.59,0.643365145694402,0.529895607527529
0.6,0.645656306225795,0.537049566998035
0.61,0.64794080208065,0.544127098853568
0.62,0.650218548573827,0.551128028538147
0.63,0.652489462192744,0.558052215559624
0.64,0.654753460606319,0.564899552846225
0.649999999999999,0.657010462673499,0.571669966085117
0.66,0.659260388451385,0.578363413044506
0.67,0.661503159202952,0.584979882880729
0.68,0.663738697404353,0.591519395431816
0.69,0.66596692675182,0.597982000498941
0.7,0.668187772168166,0.604367777117164
0.71,0.670401159808869,0.610676832816844
0.72,0.67260701706776,0.616909302877065
0.73,0.674805272582313,0.623065349572361
0.74,0.676995856238523,0.629145161414036
0.75,0.679178699175393,0.635148952387287
0.76,0.681353733789026,0.641076961185346
0.77,0.683520893736316,0.646929450441766
0.78,0.685680113938254,0.65270670596199
0.79,0.68783133058284,0.658409035955251
0.8,0.689974481127613,0.664036770267849
0.81,0.692109504301788,0.669590259618771
0.82,0.694236340108031,0.675069874838608
0.83,0.696354929823834,0.680476006112662
0.84,0.698465216002539,0.685809062229094
0.85,0.700567142473973,0.69106946983293
0.86,0.702660654344732,0.696257672686682
0.87,0.704745697998091,0.701374130938313
0.88,0.706822221093568,0.706419320397235
0.89,0.70889017256612,0.711393731818962
0.9,0.710949502625004,0.716297870199025
0.91,0.713000162752282,0.7211322540767
0.92,0.71504210570099,0.725897414849081
0.93,0.717075285492973,0.730593896095944
0.94,0.719099657416384,0.735222252915869
0.95,0.721115178022863,0.739783051274004
0.96,0.72312180512439,0.744276867361837
0.97,0.725119497789823,0.748704286969309
0.98,0.727108216341129,0.753065904869552
0.99,0.729087922349307,0.757362324216526
1,0.731058578630005,0.761594155955765
1.01,0.733020149238857,0.765762018248439
1.02,0.734972599466519,0.7698665359089
1.03,0.73691589583342,0.773908339855842
1.04,0.738850006084249,0.777888066577185
1.05,0.740774899182154,0.781806357608774
1.06,0.742690545302686,0.785663859026944
1.07,0.744596915827476,0.78946122095498
1.08,0.746493983337662,0.793199097083501
1.09,0.748381721607064,0.796878144204727
1.1,0.750260105595118,0.80049902176063
1.11,0.75212911143957,0.804062391404892
1.12,0.753988716448948,0.807568916578614
1.13,0.755838899094797,0.811019262099681
1.14,0.757679639003705,0.814414093765686
1.15,0.759510916949111,0.817754077970288
1.16,0.76133271484291,0.821039881332877
1.17,0.763145015726855,0.824272170341398
1.18,0.764947803763765,0.827451611008167
1.19,0.766741064228543,0.830578868538528
1.2,0.768524783499018,0.833654607012155
1.21,0.770298949046602,0.836679489076811
1.22,0.772063549426784,0.839654175654375
1.23,0.773818574269454,0.84257932565893
1.24,0.775564014269073,0.84545559572668
1.25,0.777299861174691,0.848283639957513
1.26,0.779026107779812,0.851064109667944
1.27,0.780742747912128,0.853797653155244
